  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.4908252e-008  3.4989549e-008  3.4983858e-008  3.4993873e-008  3.4989846e-008  6.9673588e-006  6.9973418e-006  6.9947740e-006  6.9984363e-006  6.9970402e-006 -8.5679735e-006 -3.4557920e-007 -1.1966027e-006 -2.0433277e-007 -5.5693013e-007
  2.8287866e-007  2.8430628e-007  2.8417176e-007  2.8434414e-007  2.8428121e-007  4.2533558e-005  4.2864610e-005  4.2831202e-005  4.2870862e-005  4.2856859e-005 -6.4423710e-005 -1.2134242e-006 -8.1463229e-006 -6.6595642e-007 -3.1781134e-006
  9.7306285e-007  9.8290574e-007  9.8186757e-007  9.8303273e-007  9.8263613e-007  9.5272549e-005  9.6859099e-005  9.6684660e-005  9.6869921e-005  9.6809454e-005 -2.0275996e-004  1.0042032e-006 -2.2094189e-005  1.1500910e-006 -5.9730756e-006
  2.1951625e-006  2.2345701e-006  2.2302556e-006  2.2348064e-006  2.2333538e-006  1.4876761e-004  1.5348193e-004  1.5296147e-004  1.5349317e-004  1.5333283e-004 -4.3045421e-004  5.7783425e-006 -4.0927292e-005  6.1330896e-006 -6.7068394e-006
  3.9090638e-006  4.0222361e-006  4.0099937e-006  4.0226564e-006  4.0188801e-006  1.9350997e-004  2.0405374e-004  2.0295322e-004  2.0408804e-004  2.0377709e-004 -7.3186266e-004  7.1212625e-006 -6.0635912e-005  1.2812348e-005 -3.8926679e-006
  6.0297738e-006  6.2909285e-006  6.2641142e-006  6.2921976e-006  6.2844717e-006  2.3004224e-004  2.4966566e-004  2.4784297e-004  2.4982942e-004  2.4935273e-004 -1.0855020e-003 -4.4728294e-006 -7.7341208e-005  1.8317962e-005  3.0181098e-006
  8.4895712e-006  9.0069022e-006  8.9584689e-006  9.0114562e-006  8.9983198e-006  2.6127082e-004  2.9347208e-004  2.9101004e-004  2.9402520e-004  2.9343576e-004 -1.4731239e-003 -3.8801940e-005 -8.8062327e-005  2.0031324e-005  1.4343967e-005
  1.1244329e-005  1.2161171e-005  1.2086518e-005  1.2175109e-005  1.2156078e-005  2.8900171e-004  3.3727254e-004  3.3459473e-004  3.3869909e-004  3.3814247e-004 -1.8802804e-003 -1.0437019e-004 -9.1106595e-005  1.6310234e-005  3.0340407e-005
  1.4270907e-005  1.5764619e-005  1.5665454e-005  1.5800276e-005  1.5776842e-005  3.1561915e-004  3.8324473e-004  3.8119974e-004  3.8631831e-004  3.8604469e-004 -2.2969560e-003 -2.0785227e-004 -8.6705875e-005  6.6126153e-006  5.0905148e-005
  1.7569891e-005  1.9849078e-005  1.9737911e-005  1.9928213e-005  1.9904882e-005  3.4347526e-004  4.3340458e-004  4.3330761e-004  4.3924400e-004  4.3960436e-004 -2.7181953e-003 -3.5344718e-004 -7.7252672e-005 -8.3149345e-006  7.5577130e-005
  2.1161658e-005  2.4462475e-005  2.4367298e-005  2.4619940e-005  2.4605156e-005  3.7416922e-004  4.8895949e-004  4.9258664e-004  4.9907110e-004  5.0049723e-004 -3.1433235e-003 -5.4266418e-004 -6.7162295e-005 -2.6489348e-005  1.0359958e-004
  2.5075319e-005  2.9657533e-005  2.9626209e-005  2.9945302e-005  2.9952095e-005  4.0784526e-004  5.4966549e-004  5.5920373e-004  5.6597038e-004  5.6894146e-004 -3.5737421e-003 -7.7454284e-004 -6.2377619e-005 -4.4985694e-005  1.3402990e-004
  2.9322858e-005  3.5466091e-005  3.5570073e-005  3.5957480e-005  3.6003739e-005  4.4093949e-004  6.1159348e-004  6.2955765e-004  6.3643946e-004  6.4144060e-004 -4.0074646e-003 -1.0461335e-003 -6.9307750e-005 -6.0379974e-005  1.6600474e-004
  3.3869152e-005  4.1869176e-005  4.2206295e-005  4.2663109e-005  4.2771426e-005  4.6760766e-004  6.6851089e-004  6.9764586e-004  7.0467099e-004  7.1215131e-004 -4.4342273e-003 -1.3535453e-003 -9.4010499e-005 -6.9549203e-005  1.9866354e-004
  3.8636662e-005  4.8801081e-005  4.9497360e-005  5.0026291e-005  5.0223415e-005  4.8522073e-004  7.1730462e-004  7.6048674e-004  7.6796405e-004  7.7829992e-004 -4.8382994e-003 -1.6927700e-003 -1.4230948e-004 -7.0399994e-005  2.3076526e-004
  4.3538956e-005  5.6181774e-005  5.7392240e-005  5.8000802e-005  5.8316753e-005  4.9462741e-004  7.5822303e-004  8.1836036e-004  8.2695235e-004  8.4041794e-004 -5.2046865e-003 -2.0592023e-003 -2.1982255e-004 -6.1857528e-005  2.6084480e-004
  4.8494507e-005  6.3929660e-005  6.5838146e-005  6.6542498e-005  6.7009440e-005  4.9595669e-004  7.9070782e-004  8.7063521e-004  8.8141718e-004  8.9816421e-004 -5.5202677e-003 -2.4469536e-003 -3.3128327e-004 -4.3665989e-005  2.8771014e-004
  5.3416827e-005  7.1950982e-005  7.4768863e-005  7.5598150e-005  7.6249113e-005  4.8808787e-004  8.1288609e-004  9.1526047e-004  9.2975828e-004  9.4980841e-004 -5.7719518e-003 -2.8491144e-003 -4.7995632e-004 -1.6644147e-005  3.1050582e-004
  5.8218341e-005  8.0143085e-005  8.4107008e-005  8.5107941e-005  8.5975545e-005  4.7192061e-004  8.2485236e-004  9.5205555e-004  9.7225613e-004  9.9550787e-004 -5.9485661e-003 -3.2582689e-003 -6.6771866e-004  1.6993256e-005  3.2842355e-004
  6.2835694e-005  8.8419397e-005  9.3788075e-005  9.5029484e-005  9.6144798e-005  4.5138822e-004  8.2972960e-004  9.8377847e-004  1.0121139e-003  1.0383631e-003 -6.0457114e-003 -3.6663653e-003 -8.9528767e-004  5.3785051e-005  3.4065043e-004
