-7.385339670194457e-002,4.364074370096010e-001,-7.687107776436374e-002,1.100692171255460e-001,-4.616991115244831e-003,8.159854778075011e-002,-2.919701520909206e-002,9.231150191332739e-001,7.566209623095864e-002,4.027145526300170e-002,5.061630629992763e-002
-4.364074370096012e-001,-2.141326120020282e-002,1.942559184098922e-001,-3.259302833132811e-002,5.634507686655878e-003,-2.495443186422996e-002,1.440510405300450e-002,-6.461295843120329e-001,-4.132606497311232e-002,-2.440601767980039e-002,-2.908043657675062e-002
-7.687107776436385e-002,-1.942559184098921e-001,-8.809755473775702e-002,2.702770819629594e-001,-5.725159152856296e-003,1.924613688317514e-001,-4.724548265136883e-002,1.297702410340696e+000,1.166588413741092e-001,5.950330668898797e-002,7.638252726760356e-002
-1.100692171255462e-001,-3.259302833132773e-002,-2.702770819629598e-001,-6.269896259597599e-002,8.413636300343116e-001,-4.850745948463684e-002,3.510719233461315e-002,-2.185566294889376e+000,-1.084687632540006e-001,-7.017857003290055e-002,-7.961478308147510e-002
-4.616991115243968e-003,-5.634507686655817e-003,-5.725159152855011e-003,-8.413636300343109e-001,-4.014723097279155e-004,2.288479389098900e-001,-4.858616988914720e-003,1.057466944713767e-001,1.096454352480065e-002,5.214635192963789e-003,6.923091631533777e-003
-8.159854778075050e-002,-2.495443186422957e-002,-1.924613688317520e-001,-4.850745948463762e-002,-2.288479389098892e-001,-3.754784276119949e-002,2.752956173020274e-002,-1.757758145576069e+000,-8.548042541217177e-002,-5.567617255593552e-002,-6.293060144933800e-002
2.919701520910944e-002,1.440510405300584e-002,4.724548265139354e-002,3.510719233464670e-002,4.858616988913924e-003,2.752956173022169e-002,-2.984035535249259e-002,4.021694500714511e+001,1.137150070079236e-001,1.069417871313291e-001,9.712730216588830e-002
9.231150191332701e-001,6.461295843120397e-001,1.297702410340687e+000,2.185566294889373e+000,1.057466944713688e-001,1.757758145576074e+000,-4.021694500714565e+001,-4.341340855553234e+001,-1.167798802188358e+001,-3.068247071719671e+000,-5.165792332575924e+000
-7.566209623095663e-002,-4.132606497311538e-002,-1.166588413741067e-001,-1.084687632539994e-001,-1.096454352479955e-002,-8.548042541217231e-002,1.137150070080656e-001,1.167798802188355e+001,-5.156665591194077e-001,-8.903415747705924e-001,-5.270516171822534e-001
4.027145526300680e-002,2.440601767977984e-002,5.950330668898896e-002,7.017857003290351e-002,5.214635192965873e-003,5.567617255594017e-002,-1.069417871313673e-001,-3.068247071719919e+000,8.903415747706021e-001,-4.551906463624738e-001,-3.073422158420190e+001
-5.061630629992724e-002,-2.908043657673164e-002,-7.638252726759434e-002,-7.961478308146955e-002,-6.923091631534322e-003,-6.293060144934037e-002,9.712730216595088e-002,5.165792332575770e+000,-5.270516171822018e-001,3.073422158420193e+001,-7.108464394366965e-001
