  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
 -3.7401698e-010 -3.7488803e-010 -3.7482705e-010 -3.7493435e-010 -3.7489121e-010 -7.4650273e-008 -7.4971519e-008 -7.4944007e-008 -7.4983246e-008 -7.4968288e-008  9.1799717e-008  3.7026342e-009  1.2820743e-008  2.1892797e-009  5.9671086e-009
 -1.8618028e-009 -1.8743762e-009 -1.8731254e-009 -1.8746369e-009 -1.8740976e-009 -2.2238729e-007 -2.2493018e-007 -2.2465823e-007 -2.2496051e-007 -2.2485723e-007  4.0332176e-007  1.4278960e-009  4.7209087e-008  2.9236117e-010  1.5400220e-008
 -4.8072003e-009 -4.8738277e-009 -4.8665811e-009 -4.8743982e-009 -4.8718116e-009 -3.6576194e-007 -3.7498506e-007 -3.7395131e-007 -3.7501248e-007 -3.7467942e-007  9.6108690e-007 -1.3234154e-008  9.6049650e-008 -1.2060614e-008  1.9066020e-008
 -9.1546316e-009 -9.3745653e-009 -9.3503718e-009 -9.3754114e-009 -9.3676823e-009 -5.0242303e-007 -5.2517960e-007 -5.2271330e-007 -5.2521996e-007 -5.2450122e-007  1.7413326e-006 -2.3136634e-008  1.5201475e-007 -2.9842944e-008  1.5124028e-008
 -1.4826340e-008 -1.5377391e-008 -1.5318977e-008 -1.5379402e-008 -1.5362123e-008 -6.3029966e-007 -6.7535735e-007 -6.7091736e-007 -6.7560677e-007 -6.7440985e-007  2.7120562e-006 -5.8055141e-009  2.0607250e-007 -4.6848820e-008  1.3093083e-009
 -2.1725572e-008 -2.2880358e-008 -2.2767067e-008 -2.2888019e-008 -2.2856534e-008 -7.4767420e-007 -8.2512014e-007 -8.1862855e-007 -8.2613315e-007 -8.2451556e-007  3.8349561e-006  6.4205535e-008  2.4917897e-007 -5.6752237e-008 -2.4646817e-008
 -2.9740394e-008 -3.1876250e-008 -3.1690392e-008 -3.1902206e-008 -3.1853526e-008 -8.5323430e-007 -9.7381142e-007 -9.6599482e-007 -9.7670015e-007 -9.7494944e-007  5.0676704e-006  2.1268403e-007  2.7409415e-007 -5.4223823e-008 -6.4570320e-008
 -3.8747900e-008 -4.2350022e-008 -4.2086492e-008 -4.2421683e-008 -4.2357101e-008 -9.4610168e-007 -1.1205261e-006 -1.1132203e-006 -1.1271648e-006 -1.1258569e-006  6.3661381e-006  4.6311626e-007  2.7708038e-007 -3.5943616e-008 -1.1943456e-007
